show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2,Movie,Take Care Good Night,1730,"Mahesh Manjrekar, Abhay Mahajan, Sachin Khedekar",India,"March 30, 2021",2018,0,110,"Drama, International",A Metro Family decides to fight a Cyber Criminal threatening their stability and pride.
s17,Movie,Zoombies,1740,"Marcus Anderson, Kaiwi Lyman, Andrew Asper",,,2016,0,87,"Horror, Science Fiction","When a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city."
s20,Movie,Zoe,1364,"Ewan McGregor, Léa Seydoux, Theo James, Miranda Otto, Rashida Jones, Christina Aguilera, Matthew Gray Gubler, Anthony Shim",,,2018,14,104,Science Fiction,"ZOE tells a tale of forbidden love between an engineer and a robot. ZOE (Léa Seydoux) and COLE (Ewan McGregor) are colleagues and veiled lovers at a lab working to perfect romantic relationships. But their relationship is threatened when Zoe discovers the truth about their relationship, sending them into a spiral of confusion, betrayal and the most intense of human emotions, love."
s23,Movie,Zis Boom Bah,5180,"Grace Hayes, Mary Healy",,,1941,11,62,"Arts, Entertainment, and Culture, Comedy, Drama","""Hey, kids, let's get together and put on a show!"" That's the idea behind this raucous spoof about a vaudeville performer who goes to college to spy on her bratty son."
s25,Movie,Zandalee,4323,"Nicolas Cage, Judge Reinhold, Erika Anderson, Joe Pantoliano, Viveca Lindfors, Aaron Neville, Steve Buscemi, Ian Abercrombie, Marisa Tomei, Jo-El Sonnier, Newell Alexander, Blaise Delacroix, Eliott Keener, Richard Greenberg, John Cutler, Thomas Iain",,,1991,14,94,Drama,"Zandalee has grown bored with her poet-turned-businessman husband and has an affair with his best friend. When their passions grow wild, it proves to be too hot for any of them to handle."
s33,Movie,Young Lovers,1938,"Sally Forrest, Keefe Brasselle, Hugh O'Brian, Eve Miller, Lawrence Dobkin, Rita Lupino",,,1949,3,86,Drama,"Talented and beautiful Carol Williams (Forrest) is devastated when she learns she has contracted Polio and becomes crippled by the disease. The depressed and embittered young woman breaks her engagement to her dance partner and choreographer, Guy Richards (Brasselle), but he is determined to stay by her side. Preferring to be alone in her misery, Carol slowly learns to allow others to help her and share in her grief. She is finally able to bring herself to participate in and go on with her new life."
s37,Movie,You're Not You,1681,"Hilary Swank, Emmy Rossum, Josh Duhamel",,,2015,14,103,Drama,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.
s39,Movie,Yoga with Sound Meditations,3081,Ann-Marie Newland,,,2016,7,9,"Fitness, Special Interest","This session will establish how to prepare for the practice of both mindfulness and meditation. We learn to sit with a correctly aligned spine, to observe, regulate, slow down and control the breath. These in-turn will act upon the mind and begin to still its chatter and noise. Performed by Anne-Marie Newland founder of Sun Power Yoga teacher training school and author of ""Sun Power Yoga Shala!"""
s40,Movie,Yoga to Harness Your Chakra Energy,3081,Caroline Shola Arewa,,,2014,7,18,"Faith and Spirituality, Special Interest","Sharecare Windows presents Caroline Shola Arewa who describes the positions, meaning and qualities of energy, as well as the seven main chakras, gently leading you into a guided chakra meditation. Chakras are at the heart of the human energy system and understanding the chakra system can positively affect your physical health, emotional stability and spiritual awareness."
s41,Movie,Yoga to Ease Flight Anxiety,3081,Anne-Marie Newland,,,2016,7,14,"Fitness, Special Interest",Reduce the stress of flying by using these simple and affective yoga-based moves to keep the blood flowing around the body. Help prevent Deep Vein Thrombosis and allow the heart and the brain to get as much oxygen on board as possible. Drink plenty of water and get up and walk-It's really simple and effective.
s42,Movie,Yoga to Break Any Habit,3081,Dr Daniel J Nightingale,,,2014,7,20,Special Interest,"This session with Dr Daniel J Nightingale is helpful for anyone whose quality of life is diminished by habitual and addictive behavior. Discover techniques that can help you break your habit, allowing you to become in control of IT, rather than IT being in control of you. This session will prove to be beneficial to you any time you wish to listen to it-day or night."
s44,Movie,Yoga Savasana Relaxation,3081,Anne-Marie Newland,,,2014,7,19,"Fitness, Special Interest",Relax and reduce your stress while you lay down in a comfortable position to listen to this session. Yoga relaxation takes the whole body into a deep state of conscious relaxation. During a sleep or dream state the conscious mind is switched off and we have dreams which can result in not sleeping well and then you often wake up feeling exhausted.
s45,Movie,Yoga for Relaxation Anywhere,3081,Anne-Marie Newland,,,2014,7,18,"Fitness, Special Interest","Yoga relaxation takes the whole body into a deep state of conscious relaxation. This means the mind has been afforded the tools needed to switch off its subconscious. During a sleep or dream state, the conscious mind is turned in the off position and as a result we have dreams which may lead to you not sleeping well, waking up often and feeling exhausted."
s46,Movie,Yoga for Relaxation and Stress Relief Anywhere,3081,Anne-Marie Newland,,,2014,7,20,"Fitness, Special Interest","This session was designed to help you relax and reduce your level of stress with a daily dose of relaxation for the mind and the body. Lower your anxiety and increase your coping skills through the use of breathing that regulates the heart rhythm. In these stress relief sessions, the medical profession has evidence that the heart rate can actually drop and thus inducing calm."
s47,Movie,Yoga for Relaxation and Stress Relief,3081,Anne-Marie Newland,,,2014,7,20,Special Interest,"Relax and reduce your stress while you lay down in a comfortable position to listen to this session. It is a scientific fact that an overload of stress at home or work will eventually affect the body, the mind and its health. A daily dose of relaxation for the Mind and the body will help stress levels to lower by using the breath to regulate the heartbeat."
s48,Movie,Yoga for Mindfulness and Meditation,3081,Anne-Marie Newland,,,2016,7,22,"Fitness, Special Interest","We take you through Buddhist mindful philosophy, Yoga mantra meditation and a guided meditation session for use in your everyday life. Focusing on anything in your environment that you find soothing and calming helps you relax and our session gives you the tools to take your practice to new levels. Guided by Anne-Marie Newland the founder of Sun Power Yoga and author of Sun Power Yoga Shala."
s49,Movie,Yoga for Men's Health,3081,Anne-Marie Newland,,,2016,7,60,"Fitness, Special Interest","This session helps create confidence with simple technical rules that help develop your physical and mental ability. It is ideal for those who have never tried Yoga before as well as for the more advanced. The focus is on areas that are problematic for men, tight hips, thighs, groins, chest and back and increasing oxygen to the prostate gland. Guided by Anne-Marie Newland founder of Sun Power Yoga"
s50,Movie,Yoga for Breath Awareness,3081,Anne-Marie Newland,,,2016,7,6,"Fitness, Special Interest","This breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. It is easy to begin this awareness by implementing five simple steps. This is perfect for short everyday relaxation before your exercise practice. Classically trained in the art of yoga in India and Canada, Anne-Marie Newland presents her own dynamic style of yoga known as Sun-Power Yoga."
s51,Movie,Yoga For Beginners,3081,Anne-Marie Newland,,,2016,7,54,"Fitness, Special Interest","This session is about the key to yoga - synchronized movement and breathing. Enjoying your experience is very important-don't push yourself to hard! This session is suitable for beginners of all levels of fitness and works every part of your body, offering variations for all movements. Guided by Anne-Marie Newland of Sun Power Yoga and Author of Sun Power Yoga Shala."
s52,Movie,Yoga for Abdominal Breathing,3081,Anne-Marie Newland,,,2019,7,5,Special Interest,"This breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. Practice this for at least 5 minutes. If you did this each day you would notice stress levels dropping, sleep improve and your ability to focus as well as feeling a lot calmer!. Accompanying video Iao Valley on Maui."
s53,Movie,Yellowneck,3867,"Lin McCarthy, Stephen Courtleigh, Berry Kroeger, Harold Gordon, Bill Mason",,,1955,3,84,"Action, Military and War, Western","During the U.S. Civil War, five deserters (yellownecks) from the Confederate army decide to embark on a dangerous mission through the Florida everglades to escape to Cuba. They have to survive snakes, a Florida panther, quicksand, and a hurricane in the swamps, along with local angry indians. Only one of the men will survive to make it to the Florida coast, but which one? The hurricane scenes involve footage form a real hurricane that hit Florida during the shooting of the film."
s55,Movie,Yatra (Telugu),2992,"Mammootty, Suhasini Maniratnam",,,2019,7,126,"Drama, International",An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.
s56,Movie,Yatra (Malayalam),2992,"Mammootty, Suhasini Maniratnam",,,2019,7,125,"Drama, International",An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.
s60,Movie,Xchange,210,"Stephen Baldwin, Pascale Bussières, Kim Coates, Kyle MacLachlan, Tom Rack",,,2001,14,109,"Fantasy, Science Fiction, Suspense",A man learns the danger of a new technology that allows people to transport their minds into a waiting body at their chosen destination when his body is taken over by a terrorist.
s61,Movie,X-Ray,598,"Barbi Benton, Chip Lucia",,,1983,14,89,Suspense,"A psychotic killer keeps a young girl trapped inside a hospital, having fixed her x-rays to make it look like she has a terminal illness, and brutally murders everyone she comes in contact with."
s63,Movie,Wrangler: Anatomy of an Icon,2202,"Jack Wrangler, Margaret Whiting, Marc Shaiman, Bruce Vilanch, Christine Ebersole, Michael Musto, Chi Chi La Rue, Sharon Mitchell, Jamie Gillis, Candida Royalle, Samantha Fox, Gloria Leonard",,,2008,3,85,"Documentary, LGBTQ","From the dawn of the sexual revolution comes the outrageous and true story of 1970s gay porn icon Jack Wrangler. Jack rose to become a major brand name in adult entertainment, as well as a hero to the newly liberated gay population, only to cross over to straight movies and fall in love with famous vocalist Margaret Whiting."
s74,Movie,Words On Bathroom Walls,4860,"Charlie Plummer, Taylor Russell, Andy Garcia, AnnaSophia Robb, Beth Grant, Devin Bostick, Lobo Sebastian, Molly Parker, Walton Goggins",,,2020,13,111,Drama,"Diagnosed with a mental illness, a witty, introspective teen falls in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition."
s80,Movie,Women of Valor,712,"Susan Sarandon, Kristy McNichol, Terry O'Quinn",,,1986,2,95,"Action, Drama","Susan Sarandon and Kristy McNichol star in this powerful drama sent during World War II, when a group of U.S. Army nurses in the Philippines are captured and imprisoned by Japanese troops."
s81,Movie,Woman Of Desire,4129,"Jeff Fahey, Bo Derek",,,1994,14,99,"Drama, Suspense","A yacht captain, Jack Lynch, is accused of murdering his boss and raping the victim's wife, Christina Ford. Nothing is how it first appears. Jack seeks the help of veteran attorney Walter J. Hill to help prove his innocence."
s82,Movie,Woke Up Like This,2351,"Vhong Navarro, Lovi Poe",,,2017,0,104,Comedy,"A story about Nando, who's a dutiful son and breadwinner to his family, and Sabrina, a rich kid and one of the top models in the country. While both prepare for their biggest breaks, these two strangers wake up one day in an extraordinary circumstance, switching bodies with each other. Philippines Tagalog movie."
s83,Movie,"Wizard of Loneliness, The",2210,"Lukas Haas, Lea Thompson",,,1988,13,111,Drama,"Twelve year old Wendell is a confirmed cynic, sent to his grandparents Vermont farm during World War II. His only desire is to steal enough money to run away, until his loving grandparents, and young Aunt Sybil involve him in their lives."
s84,Movie,Within Our Gates,3607,"Evelyn Preer, Flo Clements",,,1920,0,78,Drama,"Abandoned by her fiance, an educated negro woman with a shocking past dedicates herself to helping a near bankrupt school for impoverished negro youths."
s89,Movie,Winterset,193,"Burgess Meredith, Eduordo Ciannelli",,,1936,11,77,"Action, Drama","Immigrant radical Bartolomeo Romagna is falsely condemned and executed for a payroll robbery. Years later, his son Mio sets out to find the truth of the crime and to bring to account the gangster Trock Estrella."
s90,Movie,Winds Of The Wasteland,2977,"John Wayne, Phyllis Fraser, Lew Kelly, Douglas Cosgrove, Lane Chandler, Sam Flint, Bob Kortman, Ed Cassidy, Jon Hall, Merrill McCormick, Christian J. Frank, Jack Rockwell, Arthur Millett, Tracy Layne, Yakima Canutt, Horace B. Carpenter, Herman Hack, Henry Hall, Lloyd Ingraham, Jack Ingram, Cliff Lyons, Murdock MacQuarrie, Clyde McClary, Bud McClure, Art Mix, George Morrell, Bud Pope, Francis Walker, Joe Yrigoyen",,,1936,0,55,Western,Wayne is the head of a stagecoach company and he and his friend fix up a stagecoach and compete with others for government contracts in the days of the Pony Express. The Duke was beginning to show more polish and confidence in this film and his fans will enjoy the action.
s91,Movie,Wind,757,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson, Stellan Skarsgård, Rebecca Miller, Ned Vaughn, James Rebhorn, Ron Palillo",,,1992,13,126,"Action, Drama, Sports","Will Parker loses the Americas Cup, the worlds biggest sailing prize, to the Australians and decides to form his own syndicate to win it back."
s93,Movie,William Tecumseh Sherman: Beyond the March to the Sea,2450,Jonathan Chase Cook,,,2019,0,115,"Documentary, Special Interest","Soldier, banker, lawyer, professor; William Tecumseh Sherman was more than a Civil War General. Sherman voyaged the world, influenced the California Gold Rush, started banks and Louisiana State University. He advised and entertained presidents, and changed the dynamic of war. Later he set decades of policy in the American West. Few leaders have had such a contentious impact on America as Sherman."
s94,Movie,William Lee Martin: The Nutcracker - A Christmas Stand-up Comedy Spectacular,641,William Lee Martin,,,2019,2,55,"Arts, Entertainment, and Culture, Comedy","The Texas comedian returns with his third television one-hour special talking all things Christmas including traditions, the pitfalls of having family over, and finding the ultimate gift in this one-of-a-kind stand-up special."
s95,Movie,William Lee Martin: Standing in the Middle,641,William Lee Martin,,,2019,3,58,"Arts, Entertainment, and Culture, Comedy, Special Interest","The middle aged, middle class, Texas comedian talks about life, being married, raising his five kids, and surviving in the middle of an America that is always changing."
s96,Movie,William and Kate: Into the Future,128,"Prince William, Kate Middleton",,,2011,7,49,"Documentary, International, Special Interest","From student to royal girlfriend and then to modern day princess, Kate Middleton has made a remarkable journey. In less than a decade, this normal girl from an ordinary background has won her prince charming and become the prospective Queen of England."
s97,Movie,Wildlike,1573,"Bruce Greenwood, Ella Purnell, Brian Geraghty",,,2021,2,104,"Action, Drama","An unlikely friendship forms in the spectacular Alaskan wilderness, giving a runaway girl hope and sanctuary in America's last frontier."
s100,Movie,Wilder Napalm,1738,"Debra Winger, Dennis Quaid, Arliss Howard, M. Emmet Walsh, Jim Varney",,,1993,13,109,"Comedy, Science Fiction","Two brothers with the secret power of starting fires with their minds, reunite after years apart, only to find conflict with their differing lifestyles."
s103,Movie,Wild Geese,292,"Richard Burton, Roger Moore, Richard Harris",,,2012,3,135,Action,"Screen legends Richard Burton, Roger Moore and Richard Harris star as a team of aging mercenaries hired by a wealthy industrialist for one final mission: Recruit and train a squad of desperate commandos, parachute into an unstable African nation, snatch its deposed President from a maximum security army prison, escape via the military-controlled airport, and massacre anyone who gets in their way."
s106,Movie,Why We Fight,1516,"Gore Vidal, John McCain, Ken Adelman",,,2006,13,99,Documentary,"Winner of the 2005 Grand Jury Prize at the Sundance Film Festival, Eugene Jarecki's groundbreaking documentary dissects the political, economic and historic reasons behind our increasingly aggressive military strategy since the end of World War II."
s108,Movie,Whoop!,2755,Abish Mathew,India,,2018,3,64,"Arts, Entertainment, and Culture","Abish Mathew is the world's greatest stand-up comedian (*citation needed) and this is the world's greatest stand up special (*this definitely needs a citation). Every great punchline has a great set up! And in this one-hour special, we find out how Abish was set up to be a punchline his whole life."
s110,Movie,Who Put The Klan Into Ku Klux Klan,1927,Neil Oliver,,,2018,0,59,Documentary,"In this surprising documentary, archaeologist and historian Neil Oliver examines the links between racism today in the Deep South and the Scots who first occupied it."
s114,Movie,White Tiger,2636,"Aleksey Vertkov, Vitaliy Kishchenko, Valeriy Grishko",,,2021,2,109,"Action, Science Fiction","Great Patriotic War, early 1940s. After barely surviving a battle with a mysterious, ghostly-white Tiger tank, Red Army Sergeant Ivan Naydenov becomes obsessed with its destruction."
s115,Movie,White Savior: Racism In The American Church,31,Ashe Jaafaru,,,2019,2,62,"Documentary, Faith and Spirituality, Special Interest","Despite the progress many see in the US over the years, it' become increasingly clear that the deep roots of racism and white supremacy continue to run through our political, cultural, and religious institutions. White Savior explores the historic relationship between racism and American Christianity, the ongoing segregation of the church in the US, and the complexities of racial reconciliation."
s117,Movie,Whistle Stop,2855,"Ava Gardner, George Raft, Victor McLaglen, Tom Conway, Jorja Curtright",,,1946,0,84,Drama,"This film noir finds sexy and beautiful Mary returning to her small hometown wearing a mink coat, looking for new ways to get money. Soon after, she hooks back up with her old lover Kenny Veech (Raft), but finds he is still an unemployed, lazy drinker and gambler, whospends most of his days at the local nightclub. While at the nightclub, she meets owner Lew Lentz (Conway), and seeing an opportunity, starts an affair with him. Soon Mary has both Kenny and Lew jealous and competing for her, ending up in a couple of fistfights. Lew's bartender, Gitlo (McLaglen) recruits Kenny in a scene to rob Lew of the $15,000 he raised in sponsoring a local carnival. However, Lew finds out about the plot, and has both men framed for murder."
s118,Movie,Where Love Found Me,1137,"Kaitlin Cheung, Andrew Cheney, James Kyson, Brian Fong, Jennifer Klekas, Max Mendoza, Marcus Natividad, Ronnie Lazaro, Madeleine Nicolas",,,2018,13,85,"Action, Drama, Special Interest","Daring escapes, hilarious stunts and danger turn a Hollywood director's world upside down when he meets a band of street kids living in the slum. Inspired by true events and filled with laughter and faith, Where Love Found Me invites you to experience the adventures of street life and reimagine the meaning of family."
s123,Movie,Where Hands Touch,241,"Amandla Stenberg, George McKay, Abbie Cornish",,,2019,13,122,"Drama, Young Adult Audience","When the daughter of a white German mother and an African father meets a member of the Hitler Youth - compulsory for all Aryan boys in 1944 Germany, they must battle against the fates laid out before them during the most brutal of times."
s124,Movie,When the Lights Go On Again,5177,"James Lydon, Barbara Belden, Regis Toomey, George Cleveland, Warren Mills, Jill Browning",,,1944,2,103,"Drama, Military and War","Ted and Arline, a young couple in love, decide to impulsively get married, despite the disapproval of their families. However, soon thereafter, Ted is drafted into the army and sent overseas to war. Months later, after suffering and surviving on the front lines, he is sent back home, suffering from shell shock. On the train ride home, Ted goes through the various memories of his life to cope. Once home, he tries to adjust to married life and his friends and loved ones give him the support and love he needs to fully recover. A heart-warming war-time story."
s125,Movie,When in your reflection,4188,"Clara de la Rúa, Victoria Isabella Villa, Marta Tricerri",,,2019,2,9,Drama,Images of a mother and daughter's relationship are intertwined between the mundane routine of work at a museum.
s126,Movie,When Did You Last See Your Father?,254,"Jim Broadbent, Colin Firth, Gina McKee",,,2008,13,92,"Arthouse, Drama","Based on the award-winning novel, When Did You Last See Your Father? is an unflinching exploration of a father/son relationship, as Blake Morrison (Colin Firth) deals with his father Arthur's (Jim Broadbent) terminal illness and imminent death."
s127,Movie,When a Woman Loves A Man,2031,"J. Wells Jr., Tina Christine, Dani Coleman, Jeffrey Creightney, Kemuel Crossty",,,2019,0,90,Drama,Janet and Michael are a young couple trying to balance their life and love with one another. When challenges come up that threaten that bond they have to figure out how to keep their love strong or let it go. They have to figure out what love is.
s128,Movie,WHATEVER FATHER,1839,"Hassam, Carlos Ramírez, Bebsabe Duque",,,2018,7,102,Comedy,"Matias, a 10-year-old runs away from home in a huff and ends up getting on a bus, eventually he get lost, until he is found by Rogelio, a man who works as a clown restaurant."
s133,Movie,What Price Crime,132,"Charles Starrett, Noel Madison, Virginia Cherrill, Charles Delaney, Jack Mulhall, Nina Guilbert, Henry Roquemore",,,1935,3,65,Suspense,"Government agent Allan Grey (Starrett) decides to go undercover to catch a gang of firearms smugglers. Grey poses as an aspiring prizefighter, catching the eye of gang leader Douglas Worthington (Madison), who decides to take Grey under his wing and into his confidence. However, complications occur when Grey falls for Worthington's sister Sondra (Cherrill), and he must choose between his duty and his love for Sondra."
s134,Movie,What Comes Around,2239,"Barry Corbin, Cherie Elledge-Grapes, Buck Ford, Leonard P. Geer, John C. Hill, Bo Hopkins, Arte Johnson, Jerry Reed",,,1985,0,114,"Action, Adventure, Comedy","A brother of a successful singer, who has become an alcoholic after 25 years in the business, kidnaps him in order to dry him out. They discover that his manager has cheated him out of 8 million dollars over the years, so they seek revenge."
s136,Movie,Western Gold,1892,"Smith Ballew, Heather Angel, LeRoy Mason, Howard P. Hickman, Ben Alexander",,,1937,3,56,"Military and War, Western","Union soldier Bill Gibson (Ballew) is personally sent west by President Lincoln to stop much-needed gold shipments from being stolen by Confederate spies. Upon arriving, Bill meets pretty Jeannie Thatcher (Angel), and begins his investigation. Bill is shocked to learn that his old childhood friend Fred Foster (Mason) is the leader of the vicious band of rebel raiders, who never leave a witness alive. Due to this, no one will transport the next gold shipment, and Bill steps up to the task, creating a secret route to ensure the shipment's safety. Fearing for Bill's safety, Jeannie gives Foster information on the secret route, not knowing Foster is the rebel leader. A final showdown between two old friends becomes inevitable. Smith Ballew's first film."
s137,Movie,West of Nevada,4136,"Rex Bell, Joan Barclay",,,1936,11,59,"Action, Comedy, Drama","When a gang tries to rob Haldain, Jim and Walla Walla break it up. Haldain is carrying stuffed animals and Jim's suspicion that they are stuffed with gold is soon confirmed."
s140,Movie,Welcome to the Space Show (English Dub),2790,"Keiji Fujiwara, Michael Sinterniklaas",,,2011,0,136,Anime,"A group of kids are whisked away to a space colony on the dark side of the moon, an interstellar melting pot with a non-stop parade of alien creatures, jellyfish spaceships, and dragon trains, marking for a glorious and wondrous adventure."
s142,Movie,Welcome To Kutsher's: The Last Catskills Resort,756,"Freddie Roman, Mark Kutsher, Helen Kutsher, Larry Strickler, Celia Duffy, Krazy Tyrone",,,2015,0,70,"Documentary, Special Interest","Kutsher's Country Club is the last surviving Jewish resort in the Catskills. Exploring the full Dirty Dancing-era Catskills experience – and how it changed American pop culture in the comedy, sports and vacation industries – this award-winning documentary captures a last glimpse of a lost world as it disappears before our eyes."
s143,Movie,Wedding Cha Shinema,4307,"Shivraj Waichal, Rucha Inamdar, Mukta Barve, Purnima Ahire, Adesh Aware",India,,2019,7,138,"Comedy, International","An aspiring filmmaker reluctantly takes up the assignment of filming a wedding in a small town. Once she gets there, she is drawn into the celebration, chaos and drama surrounding the family gathering."
s144,Movie,We'll Take Manhattan,2387,"Frances Barber, Aneurin Barnard, Fiona Button",,,2012,2,89,"Drama, Romance",A look at the love affair between 1960s supermodel Jean Shrimpton and photographer David Bailey.
s145,Movie,We Need to Talk About Kevin,2957,"Tilda Swinton, John C. Reilly, Ezra Miller",,,2012,14,113,"Drama, Horror, Suspense","In this Golden Globe nominated psychological thriller, Oscar winner Tilda Swinton plays the mother (Eva) of the evil Kevin (Ezra Miller). Eva contends with her clueless husband (John C. Reilly) and her son's malevolent ways, as the narrative builds to a chilling and unforgettable climax."
s147,Movie,Watermelon Man,3227,"Godfrey Cambridge, Estelle Parsons, Howard Caine",,,1970,14,100,Comedy,"When racist white insurance agent Jeff Gerber wakes up one morning to discover that his skin has turned black, he experiences bigotry first hand as his family, neighbors, and employers react to his transformation. Now suffering from the effects of racial discrimination, Jeff must reassess his priorities in life."
s152,Movie,War of Likes,3134,"Ludwika Paleta, Regina Blandón, Manolo Cardona, Michelle Rodríguez, Loreto Peralta, Mauricio “Diablito” Barrientos, Catalina López, Patricia Bernal, Héctor Jiménez, Siouzanna Melikián, Paulette Hernández, Pamela Cortés, José Sefami, Pablo Cruz, Elsa Ortíz, Enrique Olvera, Miguel Bosé",,,2021,2,104,Comedy,"In order to advance her career in the dynamic world of publicity in Mexico City, Raquel tries to reunite with her high school friend Cecy who has become the queen of social media. But unlike followers, friendships do not come instantly."
s153,Movie,War Comes to America,1570,"Dean Acheson, General Bergeret",,,1945,11,65,"Documentary, Special Interest","Part VII of the ""Why We Fight"" series of wartime documentaries. This entry attempts to describe the factors leading up to America's entry into the Second World War."
s154,Movie,War (Telugu),4533,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana, Anupriya Goenka, Yash Raaj Singh, Mashhoor Amrohi, Sanjeev Vatsa, Soni Razdan, Dipannita Sharma, Arif Zakaria, Amit Gaur",,,2019,0,152,"Action, Drama, Suspense","An elite shadow unit of RAW led by agent Kabir (Hrithik Roshan) focusses on maximum risk missions. Khalid (Tiger Shroff), a soldier with a murky past, struggles to get into Kabir’s team and finally manages to convince him of his dedication & loyalty. Now, when Kabir mysteriously goes rogue, Khalid is assigned the task of hunting down his mentor. Can he track him? A deadly war begins."
s155,Movie,War (Tamil),4533,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana, Anupriya Goenka, Yash Raaj Singh, Mashhoor Amrohi, Sanjeev Vatsa, Soni Razdan, Dipannita Sharma, Arif Zakaria, Amit Gaur",,,2019,0,152,"Action, Drama, Suspense","An elite shadow unit of RAW led by agent Kabir (Hrithik Roshan) focusses on maximum risk missions. Khalid (Tiger Shroff), a soldier with a murky past, struggles to get into Kabir’s team and finally manages to convince him of his dedication & loyalty. Now, when Kabir mysteriously goes rogue, Khalid is assigned the task of hunting down his mentor. Can he track him? A deadly war begins."
s156,Movie,Walter Williams: Suffer No Fools,4940,"Walter Williams, Thomas Sowell, Charles Murray, Shelby Steele, Larry Elder, Douglas H. Ginsburg, Jack Hirshleifer, Manny Klausner, Thomas C. Rustici, Willette Klausner, Steve Javie",,,2014,0,55,Special Interest,"On the major social and political issues of our time, economist, author, and columnist Walter Williams is one of America's most provocative thinkers. The story of Walter Williams' life unfolds through exclusive, on-location interviews with Williams and many others, referencing the turbulent, discriminatory events of the 1960s that so influenced his thinking and his life."
s160,Movie,Wallaby Jim of the Islands,808,"George Houston, Ruth Coleman, Douglas Walton, Wilhelm von Brincken, Mamo Clark, Colin Campbell, Syd Saydor",,,1937,0,68,"Action, Suspense","Wallaby Jim (Houston) and his tough crew of fisherman are always on the lookout for new pearl beds in the South Pacific, due to an excessive gambling debt incurred by their pearl broker, Norman. They finally discover the ""mother lode"" of pearls, and realize there are enough pearls to pay off the debt and set them up for life. However, trouble brews on the horizon when Wallaby's chief competitor, Adolf Richter, and his vicious indentured crew try to violently take over the operation and get the pearls for themselves. Fights, action, excitement, romance, and 4 songs sung by former cowboy crooner Houston make this an entertaining adventure film."
s161,Movie,Wall Street Cowboy,2501,"Roy Rogers, George ""Gabby"" Hayes, Raymond Hatton, Ann Baldwin, Pierre Watkin, Craig Reynolds, Louisiana Lou, Ivan Miller, Reginald Barlow",,,1939,3,57,Western,"Roy Rogers travels back east with his old friend Gabby (Hayes) and Chuckawalla (Hatton) to try to raise funds to help pay off his mortgage. Unknown to Roy, his ranch is filled with a rich mineral deposit called Molybdenum, which has many profitable uses. A criminal Wall Street stock cartel knows of the deposit, and tries every swindle they can to obtain the property by foreclosure, including blocking any attempts Roy makes to acquire a loan. As a last resort, Roy turns to a former enemy named Hammond (Watkin) for help. Roy sings several songs in this film."
s162,Movie,Walkaway Joe,4925,"Jeffrey Dean Morgan, David Strathairn, Julian Feder, Julie Ann Emery",,,2020,2,89,"Action, Drama","In the tradition of American classics, WALKAWAYJOE is the story of an unlikely friendship between a young boy searching for his father, and a wandering loner hiding from his past. In each other they experience the power of a second chance, and a shot at redemption."
s165,Movie,Waiting on Mary,968,"Brian Shea, Emilee Dupre', Ned Averill-Snell, Bob Devin Jones, Bonnie Agan, Jim Wicker, Matt Lunsford",,,2016,3,77,"Comedy, Drama",An actor in denial of his recent divorce retreats into the persona of a colonial scout and explores his new futuristic landscape.
s166,Movie,Waiting for You,804,"Colin Morgan, Fanny Ardant, Abdelkrim Bahloul, Clare Holman","United Kingdom, France",,2018,0,92,"Drama, Romance, Suspense","Paul (Morgan) investigates his late father's increasingly disturbing past and becomes suspicious of the mysterious, melancholic, and possibly dangerous Madeleine (Ardant)."
s167,Movie,Waiting for Lightning,2011,"Danny Way, Tony Hawk, Rob Dyrdek, Travis Pastrana, Laird John Hamilton, Paul Rodriguez Jr.",,,2012,13,96,"Documentary, Sports","This is the inspirational story of Danny Way, a young boy from a broken home whose passion for skateboarding would one day bring him fame and a lifetime of accomplishments. A visionary skateboarder whose love of big air in half-pipes and on gigantic ramps have garnered him fame and fans around the world, Way decides to attempt the impossible: jump China's Great Wall on a skateboard."
s168,Movie,Waiting for Anya,525,"Noah Schnapp, Thomas Kretschmann, Frederick Schmidt, Anjelica Huston, Jean Reno",,,2020,0,109,"Action, Drama","From the author of War Horse, a shepherd-boy risks everything to help smuggle Jewish children into Spain from German-occupied France."
s169,Movie,Wait For Your Laugh,2121,"Rose Marie, Carl Reiner, Dick Van Dyke, Dan Harmon",,,2018,0,85,"Arts, Entertainment, and Culture, Documentary","Rose Marie, the untold story of fame, love, tragedy and 90 years of American entertainment through the eyes of the woman who did it all."
