show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3975,Movie,Chhalaang (4K UHD),1822,"Rajkummar Rao, Nushrratt Bharuchaa",India,,2020,0,136,"Comedy, Drama","‘Chhalaang’ is a hilarious, yet inspirational journey of a PT Master from a semi government funded school in Northern India. Montu is a typical PT Master for whom it’s just a job. When circumstances put everything that Montu cares for, at stake, including Neelu who he loves, Montu is forced to do what he has never done - Teach."
s3976,Movie,"Amy Lee, Dream Too Much",142,Amy Lee,,,2016,8,28,"Animation, Music Videos and Concerts","GRAMMY award winning artist Amy Lee, of Evanescence, brings her children’s music album Dream Too Much to life in this 30 minute animated special."
s3977,Movie,Almost An Angel,2345,"Paul Hogan, Elias Koteas, Linda Kozlowski",,,1990,12,95,"Comedy, Drama, Faith and Spirituality","Terry Dean (Paul Hogan) is a small-time crook and electronics wizard. After he is released from jail, he is hit by a car while saving a little girl's life. While in the hospital, he dreams that God visits him and tells him he's an Angel, and must start doing good things to make up for his past life."
s3978,Movie,X,4400,"Hope Raymond, Eliza Boivin, Brian Smick",,,2021,3,127,"Drama, Suspense","The chair of a mysterious foundation, whose charity ball doubles as an erotic masquerade, does everything in her power to protect her darkest secret."
s3979,Movie,Wives Under Suspicion,2078,"Warren William, Gail Patrick, Constance Moore, William Lundigan, Ralph Morgan",,,1938,3,69,"Drama, Suspense","Tough district attorney Jim Stowell (William) believes every murderer deserves to be sentenced to death, regardless of circumstances. He prosecutes elderly Professor Shaw MacAllen (Morgan) in the murder of his wife, who was killed in a fit of jealous rage, and wins the death penalty. However, Jim discovers fierce jealousy himself when family friend Phil (Lunigan) pays too much attention to his neglected wife Lucy (Patrick). In the coming days, Shaw's rage and jealousy grows over Lucy and Phil's innocent friendship, leading to thoughts of killing his wife and friend. Jim almost murders Lucy, but stops at the last moment, coming to understand Professor MacAllen's motivation for murder, having experienced it himself. He then tries to stop the execution."
s3980,Movie,Wild Faith,2243,"Lana Wood, Darby Hinton, Lauren LaStrada, Shane Hagedorn",,,2019,0,101,"Drama, Western","A Civil War veteran returns home looking for peace. He fulfills a promise to a dying soldier and a Negro widow and her daughter to stay with him and his son. Facing bigotry and greatly outnumbered, he struggles to find faith. A mysterious turn of events provides his family with the unexpected help they need to overcome."
s3982,Movie,We Are Still Here,4805,"Andrew Sensenig, Barbara Crampton, Larry Fessenden, Lisa Marie, Connie Neer, Monte Markham",,,2015,3,83,"Horror, Suspense","In this chilling modern ghost story, a couple find themselves haunted by vengeful spirits after they move to a rural town that harbors a horrifying secret."
s3983,Movie,Urartu: The Forgotten Kingdom,5020,Dylan Waller,,,2020,0,48,Documentary,"Due to the lack of research, Urartu is probably one of the most mysterious and attractive states in the history of the ancient world. This documentary will help us to recollect its beautiful history and to get acquainted with its unique background and developed culture, economy, astronomy and religious life."
s3985,Movie,The Vanishing,2770,"Gerard Butler, Peter Mullan, Olafur Darri Olafsson, Gary Lewis, Søren Malling",,,2019,14,108,Suspense,"On an uninhabited island 20 miles from the Scottish coast, three lighthouse keepers arrive for their six-week shift. They stumble upon something that isn’t theirs to keep, triggering a tense battle for survival."
s3986,Movie,The Perfect Wedding,4397,"James Rebhorn, Kristine Sutherland, Eric Aragon, Jason T. Gaffney, Apolonia Davalos, Roger Stewart",,,2013,0,82,"Comedy, Kids, LGBTQ","This charming romantic comedy follows two men, Paul and Gavin, who meet over the holidays while planning the ""perfect wedding"" for Paul's sister."
s3988,Movie,The Glorias,2560,"Julianne Moore, Alicia Vikander, Timothy Hutton, Lorraine Toussaint, Janelle Monáe, Bette Midler",,,2020,14,147,Drama,"Based on Gloria Steinem's autobiographical book, ""My Life on the Road,"" THE GLORIAS weaves a compelling, nontraditional tapestry of one of the most inspirational and legendary figures in modern history."
s3992,Movie,Test,866,"Scott Marlowe, Matthew Risch, Kristoffer Cusick, Rory Hohenstein, Damon Sperber, James Sofranko",,,2014,3,90,"Arts, Entertainment, and Culture, LGBTQ, Romance","Set in the early years of the AIDS epidemic, this powerful drama follows a young dancer as he navigates gay life and the modern dance scene in 1980s San Francisco. Starring dance Scott Marlowe, Matthew Risch (HBO's Looking), and featuring captivating dance sequences especially choreographed for the film by acclaimed U.S. choreographer Sidra Bell"
s3993,Movie,T-Rex Ranch Surprise Jurassic Dinosaur Eggs!,33,"LB, Aaron Michael",,,2019,7,42,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos ! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!"
s3994,Movie,Streets,2030,"Meek Mill, Nafeesa Williams, Tray Chaney, Chico Benymon, Omillio Sparks",,,2018,2,88,"Action, Drama",Recently divorced Monica Gordon moves from Harrisburg to Philadelphia which is a lot like Harrisburg without the cows. Her teen daughter Nicole (Nafessa Williams) makes friends with girls who date gang members and becomes privy to a murder her mom is prosecuting. Nicole falls in love with Mike (Marvin Warner) whose brother was the first victim.
s3995,Movie,Stay,646,"Ashley Park, Jesse LeNoir, Dre Davis, Simone Posey, Alisa Levinson, Daz Crawford, Robert Palmer Watkins",,,2021,2,82,"Horror, Suspense","In the city that never sleeps, Olivia is taking the modeling world by storm. With her YouTube audience along for the ride, a shocking discovery leads to a terrifying battle for her soul."
s3996,Movie,Skin Deep,596,"John Ritter, Vincent Gardenia, Alyson Reed, Joel Brooks",,,1989,14,101,"Comedy, Drama","A womanizing alcoholic writer, whose life seems to be falling apart at the seams, repeatedly finds himself in trouble of one sort or another with the law, ex-girlfriends, and jealous boyfriends."
s3998,Movie,Seberg,536,"Kristen Stewart, Jack O’Connell, Margaret Qualley, Zazie Beetz, Yvan Attal, Stephen Root, Colm Meany, Vince Vaughn, Anthony Mackie","United Kingdom, United States",,2020,14,103,"Drama, Suspense","Inspired by true events about the French New Wave darling and Breathless star, Jean Seberg – this noir-ish thriller by Benedict Andrews shows the unraveling and destruction of Seberg’s life and career when Hoover’s 1960’s FBI targets her with overreaching surveillance and harassment in an effort to suppress and discredit her activism and support of the civil rights movement."
s3999,Movie,Rudderless,5175,"Billy Crudup, Anton Yelchin, Felicity Huffman, Jamie Chung, Selena Gomez",,,2014,14,105,"Comedy, Drama","William H. Macy makes his directorial debut in this heartfelt drama about Sam, a father devastated by the death of his son. When Sam discovers a box of his son's demo tapes, he sets out on an emotional journey that ultimately revitalizes his life."
s4000,Movie,Romeo Vs Juliet,443,"Ankush Hazra, Mahiya Mahi",,,2015,0,149,"Comedy, Romance","Romeo a young man of village who in an attempt to get rid of an unwanted marriage proposal, ends up lying to his entire village that he loves somebody named Juliet from London. He sets out for UK in search of Juliet. Romeo ends up becoming the body guard of Juliet after saving her life twice from the goons . Henceforth begins another legendary tale of love, the love story of Romeo and Juliet."
s4006,Movie,Nevada City,2501,"Roy Rogers, George ""Gabby"" Hayes, Sally Payne, George Cleveland, Bill Lee, Joseph Crehan, Fred Kohler Jr., Yakima Canutt",,,1941,0,55,"Action, Western","Stagecoach drivers Jeff Connors (Rogers) and Gabby Chapman (Hayes) try to get their fueding stagecoach owner boss Hank Liddell to combine business with competing railroad owner Mark Benton. Lidden refuses and fires Jeff and Gabby for their efforts. However, when a gang of outlaws begin sabotaging the stage coach line and the railroad, Liddell and Benton are forced to grudgingly put aside their differences and work together. Jeff and Gabby investigate the identities of Black Bart's gang members, and try to stop their next raid. Jeff even finds time to romance pretty lady Jo Morrison."
s4007,Movie,Nemesis,742,"Colleen Slattery, Nicholas WIlder, Sarah Villegas",,,2020,2,79,"Action, Drama, Suspense","A car crash allows a prisoner to escape into the woods. While in pursuit of the fugitive, the recovery agent encounters the driver of the other vehicle and begins to suspect the stranger's involvement was not by chance."
s4009,Movie,Mickey,3932,"Lois Butler, Bill Goodwin, Irene Hervey, Rose Hobart, Hattie McDaniel, Skim Homeier",,,1948,12,95,Comedy,"Redheaded tomboy teenager Mickey Kelly (Butler) awkwardly begins the process of becoming a woman as she tries to play matchmaker for her widowed father, George (Goodwin). Conniving Lydia Matthews (Hobart) seems to have her claws dug deep into George, but Mickey is working to get her father to fall in love with down-to-earth next-door neighbor Louise Williams (Hervey). Mickey also nurses her first crush on fellow student Hank Evans (Homeier), and sings a few songs. Look for Hattie McDaniel as the Kelly's feisty housekeeper, Bertha. Based on the novel ""Clementine,"" by Peggy Goodin."
s4010,Movie,Meltdown,2280,"Jet Li, Jacky Cheung, Charlie Yeung",,,1995,14,101,"Action, Adventure, Comedy","After failing to save his wife from 'The Doctor', Kit Li begins working as a bodyguard and secret stunt double for the cowardly martial arts film star Frankie Lane. Frankie attends an exhibition of the crown jewels of Russia at a Hong Kong hotel, and when The Doctor's gang take over the building in attempt to steal them, Kit is the only thing standing in their way."
s4011,Movie,Marc Maron: Thinky Pain,2805,Marc Maron,,,2013,3,94,"Arts, Entertainment, and Culture, Comedy, Special Interest","Marc Maron returns to his old stomping grounds for an intimate special in which he takes stock of himself. More than ever, Maron is raw and hilariously honest as he dissects his own neuroses and self-loathing while providing outrageous anecdotes from his personal life, in which he starts to realize the hurt isn't real, it's just ""Thinky Pain."""
s4012,Movie,Les Misérables,2798,"Damien Bonnard, Alexis Manenti, Djebril Zonga, Issa Perica, Al Hassan Ly, Steve Tientcheu, Almamy KanoutÉ, Nizar Ben Fatma",,,2020,14,105,"Drama, International","Stéphane, a recent transplant to the impoverished suburb of Montfermeil, joins the local anti-crime squad where he works alongside two unscrupulous colleagues. When an arrest turns unexpectedly violent, the three officers must reckon with the aftermath and keep the neighborhood from spiraling out of control. Inspired by the 2005 Parisian riots, LES MISÉRABLES, is from breakout director Ladj Ly."
s4013,Movie,Last Chance Café,2486,"Kevin Sorbo, Kate Vernon, Jessica Amlee, Samantha Ferris, Scott Hylands",,,2006,2,88,"Drama, Romance","After uncovering evidence that her stepfather was murdered by a ring of corrupt cops and judges, including her DA ex-husband, a woman is forced to flee with her daughter and hide in a small farming town, where she falls for a local ranch owner but danger soon follows."
s4014,Movie,Killer Sofa,556,"Piimio Mei, Nathalie Morris, Jed Brophy, Stacey King, Jim Baltaxe, Grant Kereama, Harley Neville, Sarah Munn",,,2019,0,81,"Comedy, Horror","When a killer Lazy Boy chair falls in love with a girl, it's up to a disgraced Jewish Rabbi and a couple of brokenhearted detectives to figure out how to stop the bloody carnage that will follow."
s4015,Movie,Joji (4K UHD),1307,"Fahadh Faasil, Baburaj, Shammi Thilakan, Unnimaya Prasad, Alister Alex",,,2021,2,114,Drama,"Joji, an engineering dropout and the youngest son of the rich plantation family lives with his aspirations of becoming a super wealthy NRI. But his father sees down on him as a proper loser. Driven by greed and blind ambition, Joji finally decide to execute his plans following an unexpected event in the family. Will he succeed in achieving his dreams?"
s4016,Movie,Joji,1307,"Fahadh Faasil, Baburaj, Shammi Thilakan, Unnimaya Prasad, Alister Alex",,,2021,2,114,Drama,"Joji, an engineering dropout and the youngest son of the rich plantation family lives with his aspirations of becoming a super wealthy NRI. But his father sees down on him as a proper loser. Driven by greed and blind ambition, Joji finally decide to execute his plans following an unexpected event in the family. Will he succeed in achieving his dreams?"
s4017,Movie,JFK's Women: The Scandals Revealed,1853,"Andrew Cook, Piers Gibbon, Donald Rumbelow",,,2006,0,52,"Special Interest, Suspense","John F. Kennedy was arguably the most charismatic president of the 20th century, and with all that charm came a hidden life of reckless sexual adventure. He had a confirmed affair with Marilyn Monroe, and at least five of his endeavors posed a potential threat to national security, as some of them were thought to be Soviet spies. Discover the true story of John F. Kennedy's women."
s4019,Movie,Jeff Dunham: Unhinged in Hollywood,3325,Jeff Dunham,,,2015,3,71,"Arts, Entertainment, and Culture, Comedy, Special Interest","Jeff Dunham stars in this one-hour special from the world famous Dolby Theatre in Hollywood. The telecast features a live performance by country music superstar Brad Paisley, as well as never before seen stand-up and behind-the-scenes sketches featuring Dunham and his eccentric beloved characters."
s4021,Movie,Howl,3342,"Michele Martin, Scott Hamm, Kenny Johnson, Poppie Harris, Laura James, Angelica Scarlet Johnson, Nija Okoro",,,2021,2,81,"Horror, Romance, Science Fiction","A young woman leaves the sanitarium to watch over her grandmother's house. As she descends into madness, she must decide whether to be devoured or embrace her true nature in this reimagining of ""Little Red Riding Hood and the Wolf."""
s4022,Movie,Hide Away,858,"James Cromwell, Josh Lucas, Ayelet Zurer",,,2011,13,81,Drama,"Hide Away follows the story of a successful businessman (Josh Lucas, Sweet Home Alabama, The Firm) attempting to resurrect his life. Entering an idyllic harbor as a broken and haunted man, he buys and boards the dilapidated sailboat Hesperus."
s4023,Movie,Heart Of The Rockies,4571,"Robert Livingston, Ray Corrigan, Max Terhune, Lynne Roberts, Sammy McKim",,,1937,4,54,Western,Cattle are being rustled and suspicion falls on a local mountain family.
s4025,Movie,George Carlin: It's Bad For Ya!,4184,George Carlin,,,2008,3,69,"Arts, Entertainment, and Culture, Comedy","It's Bad For Ya, Carlin's Emmy-nominated 14th and final HBO special from March of 2008 features Carlin's noted irreverent and unapologetic observations on topics ranging from death, religion, bureaucracy, patriotism, overprotected children and big business to the pungent examinations of modern language and the decrepit state of the American culture."
s4026,Movie,Funny Girl (4K UHD),5187,"Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis, Walter Pidgeon",,,1968,8,148,Drama,"Barbra Streisand's debut film won her the Academy Award(r) for her performance as singer-comediene, Fanny Brice. Nominated for seven other awards, this classic musical film contrasts Fanny's onstage antics with her offstage romance with dashing gambler, Nicky Arnstein (Omar Shariff)."
s4027,Movie,Elodie,1091,"Faith Decker, Taylor McGlone, Ian Holt, Brittney Watson, Taylor Dahl, Brandon Caraco",,,2019,0,95,"Drama, Suspense","Actress and playwright Sabrina Stone is led into the surreal world of her own writing when Elodie, one of her fictional characters, seeks her help with a kidnapping incident."
s4028,Movie,Devil in the Dark,4866,"Robin Dunne, Dan Payne, Daniel Cudmore",,,2017,2,82,"Horror, Suspense","When two estranged siblings go on a family bonding hunting trip, a dark and evil entity from their past stalks them through the country side. But something from the past is drawing one brother deeper into the woods. A night of unrelenting horror will force the other brother to make the ultimate choice."
s4029,Movie,"Dennis Miller: Fake News, Real Jokes",686,Dennis Miller,,,2018,3,58,"Arts, Entertainment, and Culture, Comedy, Special Interest","Five-time Emmy award winner Dennis Miller takes on the current climate like no other can in Fake News, Real Jokes! From selfies and airline travel to Trump and journalists, he delivers his signature critical assessments in his low key style that has been deemed by The Hollywood Reporter as ""the most cerebral, astute and clever standup ever""."
s4030,Movie,Dear God,1646,"Greg Kinnear, Laurie Metcalf, Maria Pitillo",,,1996,12,112,Comedy,Special delivery for comedy fans! Greg Kinnear ( Auto Focus) stars in and Garry Marshall ( Pretty Woman) directs this spirit-lifter about a money-scamming con artist who goes from no-good to doing good.
s4031,Movie,Dawn,1002,"Erin Nordseth, Patrick Vann, Michael Sigler, Raian Stanley, Rowan Titus, Debra Ovall, Tony Claiborne, Janeva Sharps",,,2018,0,115,"Drama, Faith and Spirituality","A reserved woman executive begins having vivid dreams about a young girl she barely knows being brutally murdered. Her husband is the last person to believe her, but the first person she suspects. A Faith Based Thriller/Drama that shows anyone can be used by God."
s4035,Movie,Arthur and the Haunted Tree House,3024,"Oliver Grainger, Justin Bradley",,,2017,8,57,Kids,"While trick-or-treating, Francine meets an old woman with a very mysterious past, while Binky finds himself at Mr. Ratburn’s amazing haunted house. Muffy and Bailey decide to cut through a dark, rainy cemetery. And as for Arthur, Buster, and Ladonna? Their tree house sleepover seems to be haunted, but by what?"
s4036,Movie,Archive,1666,"Theo James, Stacy Martin, Rhona Mitra","United Kingdom, Hungary, United States",,2020,2,109,"Arts, Entertainment, and Culture, Fantasy, Science Fiction","2049. A roboticist has been working on a true, human equivalent android and each prototype is an increasingly advanced version of his deceased wife."
s4037,Movie,Action,4727,"Vishal, Tamannaah, Aishwarya Lekshmi",,,2019,0,151,"Action, Drama",An Indian army officer goes after the mastermind behind a terror attack that also resulted in a personal loss to him.
s4038,Movie,A Country Christmas,5252,"Joey Lauren Adams, Trace Adkins, Kevin Pollak",,,2013,7,91,Kids,"When Santa Claus loses his magical powers and becomes stranded in their barn, two children from a small farming community help him save Christmas before it's too late."
s4043,Movie,Wandering Eye,1587,"Amanda Righetti, Krista Bridges, Andrew Shaver, Allen Altman, Amy Sobol, Tim Post",,,2011,0,89,"Drama, Suspense","Neglected by her workaholic husband, Maren Abbott (Amanda Righetti) meets a man through Wandering Eye, a networking website facilitating extramarital liaisons. Charming as he is, she can't go through with the affair. When he is found brutally murdered in their hotel room, she finds herself in the crosshairs of a serial killer who uses the website to trawl for his next victims."
s4044,Movie,UFOTV Presents: Out of the Blue - The Definitive Investigation On UFOs,2046,Peter Coyote,,,2012,7,107,"Documentary, Special Interest","Narrated by Peter Coyote, Out of The Blue is widely considered the best documentary ever made about Unidentified Objects. The producers traveled around the world to investigate some of the most famous UFO events on record. Through exclusive interviews with high-ranking military and government personnel, this award-winning film supports the theory that some UFOs are of extraterrestrial origin."
s4045,Movie,Turnt,3014,"Torrei Hart, Jamal Woolard, Khalida Medlock, Benzino, Dennis "" L.A."" White, Mann Robinson, Nicole "" Hoops"" Alexander",,,2020,2,85,Drama,"This is a story of a young man named Kenny Stanford who had dreams of being a successful artist in the music industry, but these dreams were cut short due to senseless street violence. Due to the death of his brother, Libaraiers found himself on a new unlikely journey as a rap artist. This raw talent and his natural street persona birthed his rap name Rilla."
s4046,Movie,Tiger Orange,5114,"Mark Strano, Johnny Hazzard, Gregory Marcel",,,2015,3,76,"Drama, LGBTQ, Romance","Chet and Todd, estranged gay brothers, grew up in a small town in Central California with a homophobic, working class single father. While Todd ran off to Los Angeles and is now out and proud, Chet stayed at home and remained mostly closeted. Broke and homeless, Todd returns to the brother he left behind. Resentments boil to the surface as ""Tiger Orange"" serves a depiction of family dynamics."
s4047,Movie,The Wall,1352,"Aaron Taylor-Johnson, John Cena, Laith Nakli",United States,,2017,14,90,"Drama, Military and War, Suspense","A deadly psychological thriller that follows two soldiers pinned down by an Iraqi sniper, with nothing but a crumbling wall between them."
s4048,Movie,The Ultimate Life,3283,"Peter Fonda, Logan Bartholomew, Ali Hillis, Bill Cobbs",,,2013,12,109,"Drama, Faith and Spirituality",A billionaire with questionable priorities re-examines his life after discovering his grandfather's journal. Starring Peter Fonda.
s4049,Movie,The Search For The Real Mt. Sinai,4657,"John Rhys Davies, Larry Williams, Bob Cornuke",,,2003,7,46,"Documentary, Special Interest","Two explorers take an incredible expedition into the blistering Arabian Desert and turn up what many scholars believe to be one of the greatest discoveries in history...the real Mount Sinai, the holy mountain on which Moses received the Ten Commandments. This is their amazing story as discover over a dozen significant remnants still remaining at the site."
s4050,Movie,The Price Of Fame,3752,"Ted DiBiase, Roddy Piper, George 'The Animal' Steele, Harley Race, Jake Roberts, Shawn Michaels, Gene Okerlund, Jim Duggan",,,2017,0,90,"Documentary, Sports","Ted DiBiase Jr. takes a journey through pro-wrestlings past to tell the faith-based story of his father's rise, fall and redemption."
s4051,Movie,Suspiria,2931,"Dakota Johnson, Tilda Swinton, Mia Goth, Lutz Ebersdorf, with Jessica Harper, and Chloë Grace Moretz",,,2018,14,152,"Fantasy, Horror","A darkness swirls at the center of a world-renowned dance company, one that will engulf the troupe's artistic director (Swinton), an ambitious young dancer (Johnson), and a grieving psychotherapist (Ebersdorf). Some will succumb to the nightmare. Others will finally wake up."
s4052,Movie,Philly Kid,2103,"Wes Chatham, Devon Sawa, Neal McDonough, Sarah Butler, Chris Browning",,,2012,14,93,"Action, Drama, Special Interest",A former NCAA champion wrestler is paroled after 10 years in prison. Now to save a friend’s life in a series of cage fights he must agree to do the impossible…loose.
s4054,Movie,New Life,1367,"Jonathan Patrick Moore, Erin Bethea, James Marsters, Bill Cobbs, Irma P. Hall, Terry O'Quinn, Barry Corbin",,,2016,12,89,"Drama, Faith and Spirituality","Ben met Ava at age seven standing in his driveway. As the two journey together through the seasons of life, a tragedy occurs that leaves their entire future in jeopardy."
s4056,Movie,Motives 2: Retribution,30,"Brian White, Vivica A. Fox, Sean Blakemore, Shemar Moore, Sharon Leal, Daya Vaidya",,,2007,14,94,"Drama, Suspense","Emery Simms is serving time for a crime he didn't commit. Meanwhile, Emery's ex-wife (Fox) has married his best friend but they struggle to build a normal life together. When Emery is killed in prison and his brother Donovan discovers the truth about what killed his brother. Donovan's quest to cut through the complex web of lies and deceit threatens to bring about deadly consequences."
s4057,Movie,Manhunt: Search for the Night Stalker,699,"Richard Jordan, A Martinez, Julie Carmen, Alan Feinstein, Lisa Eilbacher, Soon-Tek Oh",United States,,1989,2,95,"Documentary, Suspense","In 1985, Richard Ramirez terrorized California. Due to his nature of targeting people at night, he quickly became known as the Night Stalker. Two Los Angeles police detectives-Sergeant Frank Salerno and Lieutenant Gil Carrillo-attempt to track him down, but are faced with little concrete evidence and a series of seemingly-unrelated incidents. Based on a true story."
s4058,Movie,Look Again,2167,"Morena Baccarin, Paul Christie, Sadie LeBlanc",,,2011,0,90,Suspense,"Just as her life is coming together, a young woman experiences a terrible tragedy when her boyfriend is murdered by an intruder from whom the woman herself barely escapes. The police capture a man they believe to be the killer, but the young woman, still unsettled, has her doubts. Things take a frightening turn when she meets her friend's new boyfriend and suspects him to be the killer."
s4059,Movie,Khancha,3913,"Ferdous Ahmed, Rituparna Sengupta, Parno Mittra, Ritwick Chakraborty, Indrani Dutta, Arijit Dutta, Kheyali Dastidar, Dolon Roy",,,2013,0,145,"Drama, Suspense",The film deals with the personal crisis of two different women from two different backgrounds who battle it out and they lend each other's shoulder to cry on. They also are able to come out of their 'cages' at the end.
s4060,Movie,Juncture,2069,"Kristine Blackport, Jason Coviello, Charles Thomas Doyle",,,2008,0,107,"Action, Drama, Suspense",Soft-spoken Anna transforms herself into a ruthless vigilante bent on hunting down file criminals who have somehow eluded justice... until now.
s4061,Movie,Intruders,74,"Rory Culkin, Leticia Jimenez, Martin Starr",,,2016,14,90,"Drama, Horror, Suspense","Anna suffers from agoraphobia so crippling that when a trio of criminals break into her house, she cannot bring herself to flee. But what the intruders don't realize is that agoraphobia is not her only psychosis."
s4062,Movie,Into the Sun,5258,"Steven Seagal, Matthew Davis, Takao Osawa, Eddie George, William Atherton, Chiaki Kuriyama",,,2005,14,97,"Action, Suspense","When a government official is killed, an American operative with experience in the Yakuza culture is brought in to investigate."
s4063,Movie,Incident at Guilt Ridge,2301,"Curt Lambert, Joe Cornet, Kelsey Bohlen, Vitta Quinn",,,2020,3,76,"Action, Drama, Western","Dev and Jonas are two rogues on opposite sides of the law in the 1880s. When they accept a job that seems like easy money from a powerful mining company owner, they end up getting more than they bargained for."
s4064,Movie,Hostile,3145,"Brittany Ashworth, Grégory Fitoussi, Javier Botet",,,2018,0,83,"Action, Horror","Juliette, a lone survivor of an apocalyptic era, fights to survive against hunger, thirst, a broken leg and strange, disturbing creatures that only come out at nighttime."
s4066,Movie,He Watches Over Me,4495,"Golden Brooks, Tommy Ford",,,2018,2,87,"Drama, Special Interest","In the aftermath of a vicious assault, a woman holds the fate of her attacker in her hands."
s4067,Movie,Gulabo Sitabo,4522,"Amitabh Bachchan, Ayushmann Khurrana, Farrukh Jafar, Vijay Raaz, Brijendra Kala, Srishti Shrivastava",India,,2020,2,125,International,"Set in present day Lucknow (India), Gulabo Sitabo is a social satire about two impossibly peculiar human beings - Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Baankey Rastogi. The mansion may have seen many dramas unfold over a century of its existence, but still has a final act left as the drama of battle of ownership unfolds, with a priceless lesson to teach."
s4068,Movie,Grimm Love,3123,"Thomas Kretschmann, Keri Russell, Thomas Huber",,,2007,14,87,"Drama, Horror","As graduate student Katie Armstrong researches cannibal killer Oliver Hagen for her thesis, she becomes obsessed with her subject and ultimately plunges into a lifestyle similar to Hagen's and the thousands of people like him."
s4069,Movie,Goldstone,1972,"Aaron Pederson, Alex Russell, Cheng Pei-Pei, David Wenham, Jacki Weaver",,,2018,3,110,"Action, Drama","Indigenous Detective Jay Swan arrives in the frontier town of Goldstone on a missing persons inquiry. What seems like a simple investigation unearths a web of crime, corruption, human trafficking, and the exploitation of aboriginal lands."
s4071,Movie,Fun Animal Songs for Kids by HooplaKidz,1889,"Annie, Ben, Mango",,,2017,7,35,"Animation, Kids",Here comes the Fun Collection of Animals Songs and Animals Sounds Songs for all happy kids of the world! Quack! Quack! Moo! Moo with all the Animals!
s4072,Movie,Escape Plan: the Extractors Aka Escape Plan 3,2372,"Sylvester Stallone, Max Zhang, Dave Bautista, Devon Sawa, Jaime King, Curtis Jackson, Harry Shum Jr.",,,2019,14,88,"Action, Adventure","In this explosive action saga, Sylvester Stallone, Curtis Jackson, and Dave Bautista play security experts who fight to rescue Breslin’s girlfriend and a tech mogul’s daughter from a formidable prison known as Devil’s Station."
s4073,Movie,"Eriko, Pretended",5267,"久保陽香, 岡田篤哉, 似鳥美貴, 辰寿広美, 真弓, 齋藤雅弘, 時光陸, 土佐和成, 小西いっこ, 古妻朋瑛, 篠崎雅美, 月亭太遊, 南羽真里, 辻凪子, 澤田由衣, 辻葉子, 渡辺厚人, 小栁圭子, 吐山ゆん, 美村多栄, 岩田徳承",,,2018,0,93,"Arthouse, Comedy, Drama","Eriko returns home to attend her sister's funeral 10 years after she moved to Tokyo to become an actress. She will find out much on her sister's and her own identity, after facing her relatives' skepticism on Eriko's pretend life as a successful actress and her capability to take care of her sister's son. A tactful drama that reminds Yasujiro Ozu's atmospheres."
s4074,Movie,Dummy,3184,"Aaron Johnson, Thomas Grant, Emma Catherwood, Moira Brooker, Therese Bradley",,,2008,2,85,Drama,"When their mother dies, Danny and Jack must fend for themselves. Danny escapes with sex, drugs and music and Jack turns a mannequin into a surrogate parent. Finally, they must come to terms with each other."
s4075,Movie,Double Sketch,3870,"J. D. Chakravarthy, Dhruvva, Aishwarya Dutta, Anjana Prem, Saranya Ponvannan, Mime Gopi, Ramachandran Durairaj",,,2021,0,111,Drama,A daring young man joins a gang that is behind chain-snatching crimes in the city. A group of chain snatchers hatches an elaborate plan to carry out their operation. They target women and children but must ensure that they do not get caught.
s4076,Movie,Domestic Disturbance,1834,"John Travolta, Vince Vaughn, Teri Polo, Steve Buscemi, Matthew O'Leary",,,2001,13,89,Drama,"In this ""edge of your seat thriller,""* John Travolta stars as Frank Morrison, a man who discovers that his son's new stepfather (Vince Vaughn) is not who he pretends to be."
s4077,Movie,Dark River,944,"Ruth Wilson, Mark Stanley, Sean Bean",,,2018,2,90,"Drama, Suspense","Following the death of her father, Alice (Ruth Wilson, ""The Affair"") returns to her home village for the first time in 15 years to claim from her estranged brother (Mark Stanley, ""Game of Thrones"") the family farm she believes is rightfully hers. From acclaimed filmmaker Clio Barnard, one of the premier new voices in British cinema, ""Dark River"" is a taut and powerful psychological drama."
s4078,Movie,Dan Cummins: Get Outta Here; Devil!,686,Dan Cummins,,,2020,3,72,"Arts, Entertainment, and Culture, Comedy, Special Interest","In his third hour special, comic and podcaster Dan Cummins presents some of his most outrageous material to date. Dan mocks those who believe in the lizard illuminati, a flat earth, the notion that you can sell your soul to Satan, and more."
s4079,Movie,City of Shadows,1197,"Paul Coufos, Damian Lee",,,1987,3,92,"Action, Science Fiction, Suspense","In the same vein as Cain and Abel, here we have two brothers, one a renegade cop and the other a murderer with a taste for little boys. The brothers come to blows, from which only one can walk away."
s4082,Movie,Beautiful in the Morning,1558,"Harriet Rees, Janine Birkett, Chloe De Burgh, Jack Loy, Mark Wingett, Lena Hallquist",,,2017,3,84,Drama,"Reunited by the British seaside, three generations of women seek to rebuild their lives in a new home. But Marielle, the youngest, finds her loyalties tested by the arrival of a mysterious stranger, whose destructive behavior threatens their bonds."
s4083,Movie,As It Happened: Guadalcanal,4650,Stephen Rashbrook,,,2020,0,44,Documentary,US Marines strike back on their first attack of the Pacific War. In horrific conditions US Marines fight a six month campaign of attrition against the seemingly invisible Japanese.
