content_category,total_count,avg_preference,avg_release_year
"TV Show - Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",1,59.0,2021.0
"TV Show - Crime TV Shows, TV Action & Adventure, TV Thrillers",2,59.0,2018.5
"TV Show - Crime TV Shows, TV Comedies",1,53.0,2016.0
"TV Show - Crime TV Shows, TV Comedies, TV Dramas",9,74.55555555555556,2017.4444444444443
"TV Show - Crime TV Shows, TV Comedies, Teen TV Shows",1,42.0,2018.0
"TV Show - Crime TV Shows, TV Dramas",16,69.8125,2017.3125
"TV Show - Crime TV Shows, TV Dramas, TV Horror",1,70.0,2017.0
"TV Show - Crime TV Shows, TV Dramas, TV Mysteries",17,67.6470588235294,2018.235294117647
"TV Show - Crime TV Shows, TV Dramas, TV Thrillers",7,69.0,2017.5714285714287
"TV Show - Crime TV Shows, TV Horror, TV Mysteries",1,49.0,2019.0
TV Show - Docuseries,85,68.02352941176471,2017.4941176470588
"TV Show - Docuseries, International TV Shows",33,72.87878787878788,2017.878787878788
"TV Show - Docuseries, International TV Shows, Reality TV",5,75.8,2018.2
"TV Show - Docuseries, International TV Shows, Science & Nature TV",13,76.38461538461539,2016.3076923076924
"TV Show - Docuseries, International TV Shows, Spanish-Language TV Shows",8,72.125,2018.375
"TV Show - Docuseries, Kids' TV, Science & Nature TV",1,70.0,2018.0
"TV Show - Docuseries, Reality TV",16,69.3125,2017.25
"TV Show - Docuseries, Reality TV, Science & Nature TV",5,69.6,2019.0
"TV Show - Docuseries, Reality TV, Teen TV Shows",1,48.0,2020.0
"TV Show - Docuseries, Science & Nature TV",38,64.97368421052632,2018.2894736842106
"TV Show - Docuseries, Science & Nature TV, TV Action & Adventure",2,90.0,2020.5
"TV Show - Docuseries, Science & Nature TV, TV Comedies",1,55.0,2020.0
"TV Show - Docuseries, Science & Nature TV, TV Dramas",1,52.0,2018.0
"TV Show - Docuseries, Spanish-Language TV Shows",3,78.33333333333333,2020.0
"TV Show - Docuseries, Stand-Up Comedy & Talk Shows",3,77.66666666666667,2016.6666666666667
"TV Show - Docuseries, TV Comedies",3,79.0,2019.3333333333333
"TV Show - Docuseries, TV Dramas",2,71.0,2018.5
"TV Show - Docuseries, TV Sci-Fi & Fantasy",1,100.0,2020.0
TV Show - International TV Shows,2,71.0,2018.0
"TV Show - International TV Shows, Kids' TV, TV Mysteries",1,75.0,2020.0
"TV Show - International TV Shows, Korean TV Shows, Reality TV",6,66.66666666666667,2017.5
"TV Show - International TV Shows, Korean TV Shows, Romantic TV Shows",65,69.52307692307693,2015.8615384615384
"TV Show - International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",3,68.66666666666667,2017.6666666666667
"TV Show - International TV Shows, Korean TV Shows, TV Action & Adventure",6,71.5,2017.0
"TV Show - International TV Shows, Korean TV Shows, TV Comedies",9,65.55555555555556,2017.888888888889
"TV Show - International TV Shows, Korean TV Shows, TV Dramas",18,70.83333333333333,2015.8333333333333
"TV Show - International TV Shows, Korean TV Shows, TV Horror",1,47.0,2019.0
"TV Show - International TV Shows, Reality TV",38,70.71052631578948,2018.2631578947369
"TV Show - International TV Shows, Reality TV, Romantic TV Shows",9,66.22222222222223,2019.5555555555557
"TV Show - International TV Shows, Reality TV, Spanish-Language TV Shows",10,70.1,2019.0
"TV Show - International TV Shows, Reality TV, TV Action & Adventure",1,91.0,2018.0
"TV Show - International TV Shows, Reality TV, TV Comedies",2,68.0,2018.0
"TV Show - International TV Shows, Romantic TV Shows",3,79.33333333333333,2008.0
"TV Show - International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",23,73.43478260869566,2015.5652173913043
"TV Show - International TV Shows, Romantic TV Shows, TV Action & Adventure",3,62.333333333333336,2013.6666666666667
"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",94,68.70212765957447,2016.2553191489362
"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",90,66.9,2015.9
"TV Show - International TV Shows, Romantic TV Shows, TV Mysteries",1,59.0,2020.0
"TV Show - International TV Shows, Romantic TV Shows, Teen TV Shows",4,67.0,2018.25
"TV Show - International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",2,85.0,2020.0
"TV Show - International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",5,67.0,2019.4
"TV Show - International TV Shows, Spanish-Language TV Shows, TV Comedies",17,75.88235294117646,2018.4117647058824
"TV Show - International TV Shows, Spanish-Language TV Shows, TV Dramas",26,73.26923076923077,2016.7692307692307
"TV Show - International TV Shows, Spanish-Language TV Shows, TV Horror",1,98.0,2017.0
"TV Show - International TV Shows, Stand-Up Comedy & Talk Shows",5,75.8,2016.6
"TV Show - International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",7,59.714285714285715,2017.4285714285713
"TV Show - International TV Shows, TV Action & Adventure, TV Comedies",6,72.66666666666667,2015.8333333333333
"TV Show - International TV Shows, TV Action & Adventure, TV Dramas",21,62.333333333333336,2018.8095238095239
"TV Show - International TV Shows, TV Action & Adventure, TV Horror",1,44.0,2020.0
"TV Show - International TV Shows, TV Action & Adventure, TV Mysteries",2,76.0,2019.5
"TV Show - International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",4,72.75,2016.0
"TV Show - International TV Shows, TV Comedies",35,75.08571428571429,2014.942857142857
"TV Show - International TV Shows, TV Comedies, TV Dramas",40,68.6,2018.05
"TV Show - International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",3,55.333333333333336,2015.3333333333333
"TV Show - International TV Shows, TV Dramas",121,67.32231404958678,2016.2231404958677
"TV Show - International TV Shows, TV Dramas, TV Horror",15,71.93333333333334,2018.1333333333334
"TV Show - International TV Shows, TV Dramas, TV Mysteries",26,68.84615384615384,2019.1538461538462
"TV Show - International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",8,65.75,2017.25
"TV Show - International TV Shows, TV Dramas, TV Thrillers",12,79.91666666666667,2018.5
"TV Show - International TV Shows, TV Dramas, Teen TV Shows",13,67.61538461538461,2017.0
"TV Show - International TV Shows, TV Horror, TV Mysteries",9,66.0,2018.7777777777778
"TV Show - International TV Shows, TV Horror, TV Sci-Fi & Fantasy",1,87.0,2020.0
"TV Show - International TV Shows, TV Horror, TV Thrillers",3,80.33333333333333,2016.0
"TV Show - International TV Shows, TV Mysteries, TV Thrillers",2,94.0,2019.5
TV Show - Kids' TV,220,71.32272727272728,2015.581818181818
"TV Show - Kids' TV, Korean TV Shows",19,71.78947368421052,2017.1052631578948
"TV Show - Kids' TV, Korean TV Shows, TV Comedies",4,74.25,2017.0
"TV Show - Kids' TV, Reality TV, Science & Nature TV",1,92.0,2019.0
"TV Show - Kids' TV, Reality TV, TV Dramas",1,54.0,2018.0
"TV Show - Kids' TV, Spanish-Language TV Shows",4,68.75,2017.0
"TV Show - Kids' TV, Spanish-Language TV Shows, Teen TV Shows",1,63.0,2019.0
"TV Show - Kids' TV, TV Action & Adventure",2,69.0,2018.5
"TV Show - Kids' TV, TV Action & Adventure, TV Comedies",7,72.28571428571429,2015.7142857142858
"TV Show - Kids' TV, TV Action & Adventure, TV Dramas",1,63.0,2019.0
"TV Show - Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",10,71.8,2017.6
"TV Show - Kids' TV, TV Comedies",99,72.77777777777777,2016.5252525252524
"TV Show - Kids' TV, TV Comedies, TV Dramas",4,82.5,2018.5
"TV Show - Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",2,72.5,2017.0
"TV Show - Kids' TV, TV Comedies, Teen TV Shows",1,58.0,2020.0
"TV Show - Kids' TV, TV Dramas",3,69.33333333333333,2015.6666666666667
"TV Show - Kids' TV, TV Dramas, Teen TV Shows",2,97.0,2020.5
"TV Show - Kids' TV, TV Sci-Fi & Fantasy",2,84.0,2020.0
"TV Show - Kids' TV, TV Thrillers",5,61.0,2015.2
TV Show - Reality TV,95,70.12631578947368,2017.7263157894736
"TV Show - Reality TV, Romantic TV Shows",11,66.9090909090909,2018.1818181818182
"TV Show - Reality TV, Science & Nature TV",2,63.5,2016.5
"TV Show - Reality TV, Science & Nature TV, TV Action & Adventure",1,75.0,2018.0
"TV Show - Reality TV, Spanish-Language TV Shows",1,46.0,2018.0
"TV Show - Reality TV, TV Action & Adventure, TV Mysteries",1,56.0,2001.0
"TV Show - Reality TV, TV Comedies",3,56.666666666666664,2018.0
"TV Show - Reality TV, TV Comedies, TV Horror",2,70.5,2016.0
"TV Show - Reality TV, TV Horror, TV Thrillers",1,70.0,2021.0
"TV Show - Reality TV, Teen TV Shows",3,71.66666666666667,2017.6666666666667
"TV Show - Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",1,47.0,2016.0
"TV Show - Romantic TV Shows, Spanish-Language TV Shows, TV Dramas",1,73.0,2010.0
"TV Show - Romantic TV Shows, TV Action & Adventure, TV Dramas",1,89.0,2018.0
"TV Show - Romantic TV Shows, TV Comedies",4,75.5,2018.5
"TV Show - Romantic TV Shows, TV Comedies, TV Dramas",11,72.9090909090909,2017.909090909091
"TV Show - Romantic TV Shows, TV Dramas",9,69.44444444444444,2018.5555555555557
"TV Show - Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2,53.5,2017.0
"TV Show - Romantic TV Shows, TV Dramas, Teen TV Shows",2,83.0,2010.5
"TV Show - Romantic TV Shows, Teen TV Shows",1,98.0,2018.0
"TV Show - Spanish-Language TV Shows, TV Dramas",2,71.5,2016.5
TV Show - Stand-Up Comedy & Talk Shows,6,73.0,2015.6666666666667
"TV Show - Stand-Up Comedy & Talk Shows, TV Comedies",27,71.18518518518519,2018.5925925925926
"TV Show - Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",1,67.0,2017.0
TV Show - TV Action & Adventure,1,44.0,2018.0
"TV Show - TV Action & Adventure, TV Comedies",1,89.0,2016.0
"TV Show - TV Action & Adventure, TV Comedies, TV Dramas",1,40.0,2021.0
"TV Show - TV Action & Adventure, TV Comedies, TV Horror",3,47.666666666666664,2018.3333333333333
"TV Show - TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",2,66.0,2018.0
"TV Show - TV Action & Adventure, TV Dramas",4,73.25,2016.5
"TV Show - TV Action & Adventure, TV Dramas, TV Horror",3,68.66666666666667,2020.0
"TV Show - TV Action & Adventure, TV Dramas, TV Mysteries",2,61.0,2020.5
"TV Show - TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",10,67.7,2019.6
"TV Show - TV Action & Adventure, TV Dramas, Teen TV Shows",1,98.0,2021.0
"TV Show - TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",1,59.0,2021.0
"TV Show - TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",2,60.5,2020.0
"TV Show - TV Action & Adventure, TV Sci-Fi & Fantasy",9,65.77777777777777,2012.4444444444443
TV Show - TV Comedies,69,67.04347826086956,2016.8115942028985
"TV Show - TV Comedies, TV Dramas",30,66.8,2018.4333333333334
"TV Show - TV Comedies, TV Dramas, TV Horror",1,70.0,2019.0
"TV Show - TV Comedies, TV Dramas, TV Mysteries",1,76.0,2018.0
"TV Show - TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",1,67.0,2020.0
"TV Show - TV Comedies, TV Dramas, Teen TV Shows",7,59.0,2018.5714285714287
"TV Show - TV Comedies, TV Horror, TV Thrillers",1,48.0,2019.0
"TV Show - TV Comedies, TV Mysteries",1,78.0,2018.0
"TV Show - TV Comedies, TV Sci-Fi & Fantasy",2,77.5,2008.5
"TV Show - TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",1,66.0,2018.0
"TV Show - TV Comedies, Teen TV Shows",6,74.0,2009.8333333333333
TV Show - TV Dramas,35,67.88571428571429,2015.0285714285715
"TV Show - TV Dramas, TV Horror, TV Mysteries",9,65.55555555555556,2018.4444444444443
"TV Show - TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",5,72.2,2015.6
"TV Show - TV Dramas, TV Mysteries, TV Thrillers",2,54.5,2018.5
"TV Show - TV Dramas, TV Sci-Fi & Fantasy",3,73.0,2020.0
"TV Show - TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers",1,92.0,2017.0
"TV Show - TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",1,84.0,2019.0
"TV Show - TV Dramas, TV Thrillers",5,68.6,2017.6
"TV Show - TV Dramas, Teen TV Shows",6,72.66666666666667,2017.0
"TV Show - TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",4,63.0,2018.0
"TV Show - TV Horror, TV Mysteries, TV Thrillers",4,69.0,2017.0
"TV Show - TV Horror, TV Mysteries, Teen TV Shows",1,44.0,2019.0
"TV Show - TV Horror, Teen TV Shows",2,61.5,2020.0
"TV Show - TV Sci-Fi & Fantasy, TV Thrillers",1,89.0,2017.0
TV Show - TV Shows,16,67.625,1999.375
